ObservationDate;Confirmed
01/27/2020;69.0
01/27/2020;59.0
01/27/2020;53.0
01/27/2020;47.0
01/27/2020;46.0
01/27/2020;35.0
01/27/2020;33.0
01/27/2020;27.0
01/27/2020;26.0
01/27/2020;23.0
01/27/2020;21.0
01/27/2020;18.0
01/27/2020;14.0
01/27/2020;13.0
01/27/2020;11.0
01/27/2020;8.0
01/27/2020;7.0
01/27/2020;7.0
01/27/2020;6.0
01/27/2020;6.0
01/27/2020;6.0
01/27/2020;5.0
01/27/2020;5.0
01/27/2020;1.0
01/27/2020;1.0
01/27/2020;2.0
01/27/2020;1.0
01/27/2020;4.0
01/27/2020;8.0
01/27/2020;4.0
01/27/2020;5.0
01/27/2020;2.0
01/27/2020;3.0
01/27/2020;1.0
01/27/2020;4.0
01/27/2020;1.0
01/27/2020;1.0
01/27/2020;1.0
01/27/2020;1.0
01/27/2020;4.0
01/27/2020;1.0
01/28/2020;3554.0
01/28/2020;207.0
01/28/2020;173.0
01/28/2020;168.0
01/28/2020;143.0
01/28/2020;132.0
01/28/2020;109.0
01/28/2020;106.0
01/28/2020;95.0
01/28/2020;91.0
01/28/2020;90.0
01/28/2020;80.0
01/28/2020;70.0
01/28/2020;66.0
01/28/2020;51.0
01/28/2020;46.0
01/28/2020;44.0
01/28/2020;40.0
01/28/2020;34.0
01/28/2020;33.0
01/28/2020;33.0
01/28/2020;27.0
01/28/2020;24.0
01/28/2020;19.0
01/28/2020;15.0
01/28/2020;11.0
01/28/2020;10.0
01/28/2020;9.0
01/28/2020;8.0
01/28/2020;8.0
01/28/2020;8.0
01/28/2020;7.0
01/28/2020;6.0
01/28/2020;1.0
01/28/2020;1.0
01/28/2020;2.0
01/28/2020;1.0
01/28/2020;7.0
01/28/2020;14.0
01/28/2020;4.0
01/28/2020;7.0
01/28/2020;2.0
01/28/2020;4.0
01/28/2020;1.0
01/28/2020;4.0
01/28/2020;1.0
01/28/2020;1.0
01/28/2020;1.0
01/28/2020;1.0
01/28/2020;4.0
01/28/2020;1.0
01/28/2020;4.0
01/29/2020;3554.0
01/29/2020;296.0
01/29/2020;277.0
01/29/2020;221.0
01/29/2020;206.0
01/29/2020;152.0
01/29/2020;147.0
01/29/2020;130.0
01/29/2020;111.0
01/29/2020;109.0
01/29/2020;108.0
01/29/2020;99.0
01/29/2020;96.0
01/29/2020;84.0
01/29/2020;58.0
01/29/2020;56.0
01/29/2020;55.0
01/29/2020;48.0
01/29/2020;43.0
01/29/2020;39.0
01/29/2020;38.0
01/29/2020;27.0
01/29/2020;27.0
01/29/2020;24.0
01/29/2020;16.0
01/29/2020;13.0
01/29/2020;12.0
01/29/2020;10.0
01/29/2020;9.0
01/29/2020;9.0
01/29/2020;8.0
01/29/2020;7.0
01/29/2020;6.0
01/29/2020;1.0
01/29/2020;1.0
01/29/2020;2.0
01/29/2020;1.0
01/29/2020;7.0
01/29/2020;14.0
01/29/2020;4.0
01/29/2020;7.0
01/29/2020;2.0
01/29/2020;5.0
01/29/2020;1.0
01/29/2020;7.0
01/29/2020;1.0
01/29/2020;1.0
01/29/2020;1.0
01/29/2020;1.0
01/29/2020;4.0
01/29/2020;1.0
01/29/2020;4.0
01/29/2020;1.0
01/29/2020;4.0
01/30/2020;4903.0
01/30/2020;428.0
01/30/2020;354.0
01/30/2020;278.0
01/30/2020;277.0
01/30/2020;200.0
01/30/2020;182.0
01/30/2020;162.0
01/30/2020;158.0
01/30/2020;142.0
01/30/2020;129.0
01/30/2020;114.0
01/30/2020;112.0
01/30/2020;101.0
01/30/2020;78.0
01/30/2020;70.0
01/30/2020;65.0
01/30/2020;63.0
01/30/2020;46.0
01/30/2020;44.0
01/30/2020;41.0
01/30/2020;35.0
01/30/2020;31.0
01/30/2020;26.0
01/30/2020;19.0
01/30/2020;17.0
01/30/2020;14.0
01/30/2020;14.0
01/30/2020;12.0
01/30/2020;10.0
01/30/2020;9.0
01/30/2020;8.0
01/30/2020;7.0
01/30/2020;1.0
01/30/2020;1.0
01/30/2020;1.0
01/30/2020;2.0
01/30/2020;1.0
01/30/2020;11.0
01/30/2020;14.0
01/30/2020;4.0
01/30/2020;10.0
01/30/2020;2.0
01/30/2020;5.0
01/30/2020;1.0
01/30/2020;8.0
01/30/2020;2.0
01/30/2020;1.0
01/30/2020;1.0
01/30/2020;1.0
01/30/2020;4.0
01/30/2020;2.0
01/30/2020;3.0
01/30/2020;4.0
01/30/2020;1.0
01/30/2020;4.0
01/30/2020;1.0
01/30/2020;1.0
01/31/2020;5806.0
01/31/2020;538.0
01/31/2020;436.0
01/31/2020;352.0
01/31/2020;332.0
01/31/2020;240.0
01/31/2020;237.0
01/31/2020;211.0
01/31/2020;184.0
01/31/2020;177.0
01/31/2020;168.0
01/31/2020;139.0
01/31/2020;135.0
01/31/2020;120.0
01/31/2020;87.0
01/31/2020;87.0
01/31/2020;83.0
01/31/2020;82.0
01/31/2020;59.0
01/31/2020;52.0
01/31/2020;48.0
01/31/2020;39.0
01/31/2020;32.0
01/31/2020;29.0
01/31/2020;29.0
01/31/2020;21.0
01/31/2020;20.0
01/31/2020;17.0
01/31/2020;14.0
01/31/2020;12.0
01/31/2020;10.0
01/31/2020;8.0
01/31/2020;7.0
01/31/2020;1.0
01/31/2020;19.0
01/31/2020;15.0
01/31/2020;13.0
01/31/2020;11.0
01/31/2020;8.0
01/31/2020;5.0
01/31/2020;5.0
01/31/2020;4.0
01/31/2020;4.0
01/31/2020;3.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;2.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
01/31/2020;1.0
02/01/2020;7153.0
02/01/2020;599.0
02/01/2020;535.0
02/01/2020;422.0
02/01/2020;389.0
02/01/2020;297.0
02/01/2020;286.0
02/01/2020;247.0
02/01/2020;207.0
02/01/2020;206.0
02/01/2020;202.0
02/01/2020;169.0
02/01/2020;168.0
02/01/2020;144.0
02/01/2020;101.0
02/01/2020;100.0
02/01/2020;96.0
02/01/2020;93.0
02/01/2020;80.0
02/01/2020;64.0
02/01/2020;62.0
02/01/2020;47.0
02/01/2020;41.0
02/01/2020;40.0
02/01/2020;29.0
02/01/2020;26.0
02/01/2020;23.0
02/01/2020;20.0
02/01/2020;19.0
02/01/2020;18.0
02/01/2020;17.0
02/01/2020;16.0
02/01/2020;13.0
02/01/2020;12.0
02/01/2020;10.0
02/01/2020;9.0
02/01/2020;8.0
02/01/2020;8.0
02/01/2020;7.0
02/01/2020;6.0
02/01/2020;6.0
02/01/2020;4.0
02/01/2020;4.0
02/01/2020;4.0
02/01/2020;3.0
02/01/2020;3.0
02/01/2020;2.0
02/01/2020;2.0
02/01/2020;2.0
02/01/2020;2.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/01/2020;1.0
02/02/2020;11177.0
02/02/2020;661.0
02/02/2020;632.0
02/02/2020;493.0
02/02/2020;463.0
02/02/2020;340.0
02/02/2020;333.0
02/02/2020;300.0
02/02/2020;236.0
02/02/2020;231.0
02/02/2020;230.0
02/02/2020;191.0
02/02/2020;182.0
02/02/2020;159.0
02/02/2020;116.0
02/02/2020;111.0
02/02/2020;105.0
02/02/2020;104.0
02/02/2020;95.0
02/02/2020;70.0
02/02/2020;66.0
02/02/2020;64.0
02/02/2020;51.0
02/02/2020;48.0
02/02/2020;38.0
02/02/2020;28.0
02/02/2020;27.0
02/02/2020;23.0
02/02/2020;21.0
02/02/2020;20.0
02/02/2020;19.0
02/02/2020;18.0
02/02/2020;15.0
02/02/2020;15.0
02/02/2020;11.0
02/02/2020;10.0
02/02/2020;10.0
02/02/2020;8.0
02/02/2020;8.0
02/02/2020;6.0
02/02/2020;6.0
02/02/2020;5.0
02/02/2020;4.0
02/02/2020;4.0
02/02/2020;3.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;2.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/02/2020;1.0
02/03/2020;13522.0
02/03/2020;725.0
02/03/2020;724.0
02/03/2020;566.0
02/03/2020;521.0
02/03/2020;408.0
02/03/2020;391.0
02/03/2020;337.0
02/03/2020;271.0
02/03/2020;259.0
02/03/2020;254.0
02/03/2020;212.0
02/03/2020;203.0
02/03/2020;179.0
02/03/2020;128.0
02/03/2020;127.0
02/03/2020;121.0
02/03/2020;117.0
02/03/2020;113.0
02/03/2020;74.0
02/03/2020;74.0
02/03/2020;72.0
02/03/2020;60.0
02/03/2020;55.0
02/03/2020;46.0
02/03/2020;34.0
02/03/2020;31.0
02/03/2020;31.0
02/03/2020;24.0
02/03/2020;20.0
02/03/2020;19.0
02/03/2020;18.0
02/03/2020;15.0
02/03/2020;15.0
02/03/2020;13.0
02/03/2020;12.0
02/03/2020;10.0
02/03/2020;8.0
02/03/2020;8.0
02/03/2020;8.0
02/03/2020;6.0
02/03/2020;5.0
02/03/2020;4.0
02/03/2020;4.0
02/03/2020;3.0
02/03/2020;3.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;2.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/03/2020;1.0
02/04/2020;16678.0
02/04/2020;829.0
02/04/2020;813.0
02/04/2020;675.0
02/04/2020;593.0
02/04/2020;480.0
02/04/2020;476.0
02/04/2020;366.0
02/04/2020;308.0
02/04/2020;282.0
02/04/2020;275.0
02/04/2020;228.0
02/04/2020;219.0
02/04/2020;194.0
02/04/2020;155.0
02/04/2020;142.0
02/04/2020;139.0
02/04/2020;126.0
02/04/2020;122.0
02/04/2020;81.0
02/04/2020;81.0
02/04/2020;80.0
02/04/2020;67.0
02/04/2020;58.0
02/04/2020;57.0
02/04/2020;42.0
02/04/2020;35.0
02/04/2020;34.0
02/04/2020;29.0
02/04/2020;25.0
02/04/2020;24.0
02/04/2020;22.0
02/04/2020;17.0
02/04/2020;16.0
02/04/2020;15.0
02/04/2020;12.0
02/04/2020;11.0
02/04/2020;10.0
02/04/2020;10.0
02/04/2020;8.0
02/04/2020;6.0
02/04/2020;5.0
02/04/2020;4.0
02/04/2020;4.0
02/04/2020;3.0
02/04/2020;3.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;2.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/04/2020;1.0
02/05/2020;19665.0
02/05/2020;895.0
02/05/2020;895.0
02/05/2020;764.0
02/05/2020;661.0
02/05/2020;548.0
02/05/2020;530.0
02/05/2020;389.0
02/05/2020;341.0
02/05/2020;307.0
02/05/2020;301.0
02/05/2020;253.0
02/05/2020;243.0
02/05/2020;205.0
02/05/2020;190.0
02/05/2020;165.0
02/05/2020;150.0
02/05/2020;135.0
02/05/2020;128.0
02/05/2020;99.0
02/05/2020;89.0
02/05/2020;81.0
02/05/2020;69.0
02/05/2020;64.0
02/05/2020;62.0
02/05/2020;54.0
02/05/2020;42.0
02/05/2020;34.0
02/05/2020;32.0
02/05/2020;28.0
02/05/2020;25.0
02/05/2020;22.0
02/05/2020;21.0
02/05/2020;19.0
02/05/2020;17.0
02/05/2020;12.0
02/05/2020;12.0
02/05/2020;11.0
02/05/2020;10.0
02/05/2020;8.0
02/05/2020;6.0
02/05/2020;5.0
02/05/2020;4.0
02/05/2020;4.0
02/05/2020;3.0
02/05/2020;3.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;2.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/05/2020;1.0
02/06/2020;22112.0
02/06/2020;970.0
02/06/2020;954.0
02/06/2020;851.0
02/06/2020;711.0
02/06/2020;600.0
02/06/2020;591.0
02/06/2020;411.0
02/06/2020;373.0
02/06/2020;347.0
02/06/2020;321.0
02/06/2020;274.0
02/06/2020;257.0
02/06/2020;227.0
02/06/2020;215.0
02/06/2020;173.0
02/06/2020;168.0
02/06/2020;157.0
02/06/2020;133.0
02/06/2020;106.0
02/06/2020;96.0
02/06/2020;94.0
02/06/2020;79.0
02/06/2020;71.0
02/06/2020;62.0
02/06/2020;59.0
02/06/2020;46.0
02/06/2020;45.0
02/06/2020;40.0
02/06/2020;36.0
02/06/2020;28.0
02/06/2020;25.0
02/06/2020;24.0
02/06/2020;23.0
02/06/2020;18.0
02/06/2020;16.0
02/06/2020;12.0
02/06/2020;12.0
02/06/2020;10.0
02/06/2020;10.0
02/06/2020;6.0
02/06/2020;5.0
02/06/2020;4.0
02/06/2020;4.0
02/06/2020;4.0
02/06/2020;3.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;2.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/06/2020;1.0
02/07/2020;24953.0
02/07/2020;1034.0
02/07/2020;1006.0
02/07/2020;914.0
02/07/2020;772.0
02/07/2020;665.0
02/07/2020;661.0
02/07/2020;426.0
02/07/2020;408.0
02/07/2020;386.0
02/07/2020;344.0
02/07/2020;297.0
02/07/2020;277.0
02/07/2020;277.0
02/07/2020;224.0
02/07/2020;184.0
02/07/2020;172.0
02/07/2020;172.0
02/07/2020;138.0
02/07/2020;117.0
02/07/2020;104.0
02/07/2020;99.0
02/07/2020;81.0
02/07/2020;81.0
02/07/2020;67.0
02/07/2020;65.0
02/07/2020;61.0
02/07/2020;50.0
02/07/2020;43.0
02/07/2020;39.0
02/07/2020;30.0
02/07/2020;25.0
02/07/2020;25.0
02/07/2020;25.0
02/07/2020;24.0
02/07/2020;18.0
02/07/2020;16.0
02/07/2020;13.0
02/07/2020;12.0
02/07/2020;10.0
02/07/2020;10.0
02/07/2020;6.0
02/07/2020;5.0
02/07/2020;5.0
02/07/2020;4.0
02/07/2020;4.0
02/07/2020;4.0
02/07/2020;3.0
02/07/2020;3.0
02/07/2020;3.0
02/07/2020;3.0
02/07/2020;2.0
02/07/2020;2.0
02/07/2020;2.0
02/07/2020;2.0
02/07/2020;2.0
02/07/2020;2.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/07/2020;1.0
02/08/2020;27100.0
02/08/2020;1095.0
02/08/2020;1048.0
02/08/2020;981.0
02/08/2020;803.0
02/08/2020;733.0
02/08/2020;698.0
02/08/2020;439.0
02/08/2020;428.0
02/08/2020;416.0
02/08/2020;364.0
02/08/2020;315.0
02/08/2020;295.0
02/08/2020;286.0
02/08/2020;239.0
02/08/2020;195.0
02/08/2020;195.0
02/08/2020;183.0
02/08/2020;138.0
02/08/2020;124.0
02/08/2020;115.0
02/08/2020;105.0
02/08/2020;89.0
02/08/2020;88.0
02/08/2020;79.0
02/08/2020;69.0
02/08/2020;61.0
02/08/2020;52.0
02/08/2020;45.0
02/08/2020;42.0
02/08/2020;33.0
02/08/2020;32.0
02/08/2020;26.0
02/08/2020;25.0
02/08/2020;24.0
02/08/2020;18.0
02/08/2020;17.0
02/08/2020;16.0
02/08/2020;13.0
02/08/2020;13.0
02/08/2020;11.0
02/08/2020;10.0
02/08/2020;7.0
02/08/2020;5.0
02/08/2020;4.0
02/08/2020;4.0
02/08/2020;4.0
02/08/2020;3.0
02/08/2020;3.0
02/08/2020;3.0
02/08/2020;3.0
02/08/2020;2.0
02/08/2020;2.0
02/08/2020;2.0
02/08/2020;2.0
02/08/2020;2.0
02/08/2020;2.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/08/2020;1.0
02/09/2020;29631.0
02/09/2020;1131.0
02/09/2020;1075.0
02/09/2020;1033.0
02/09/2020;838.0
02/09/2020;779.0
02/09/2020;740.0
02/09/2020;468.0
02/09/2020;468.0
02/09/2020;444.0
02/09/2020;386.0
02/09/2020;326.0
02/09/2020;307.0
02/09/2020;293.0
02/09/2020;250.0
02/09/2020;208.0
02/09/2020;206.0
02/09/2020;195.0
02/09/2020;141.0
02/09/2020;131.0
02/09/2020;119.0
02/09/2020;107.0
02/09/2020;99.0
02/09/2020;91.0
02/09/2020;83.0
02/09/2020;78.0
02/09/2020;64.0
02/09/2020;54.0
02/09/2020;45.0
02/09/2020;45.0
02/09/2020;40.0
02/09/2020;32.0
02/09/2020;29.0
02/09/2020;26.0
02/09/2020;25.0
02/09/2020;18.0
02/09/2020;18.0
02/09/2020;16.0
02/09/2020;14.0
02/09/2020;13.0
02/09/2020;11.0
02/09/2020;10.0
02/09/2020;7.0
02/09/2020;5.0
02/09/2020;4.0
02/09/2020;4.0
02/09/2020;4.0
02/09/2020;3.0
02/09/2020;3.0
02/09/2020;3.0
02/09/2020;3.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;2.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/09/2020;1.0
02/10/2020;31728.0
02/10/2020;1159.0
02/10/2020;1092.0
02/10/2020;1073.0
02/10/2020;879.0
02/10/2020;830.0
02/10/2020;771.0
02/10/2020;492.0
02/10/2020;486.0
02/10/2020;466.0
02/10/2020;405.0
02/10/2020;337.0
02/10/2020;331.0
02/10/2020;299.0
02/10/2020;261.0
02/10/2020;218.0
02/10/2020;213.0
02/10/2020;210.0
02/10/2020;149.0
02/10/2020;138.0
02/10/2020;135.0
02/10/2020;119.0
02/10/2020;109.0
02/10/2020;108.0
02/10/2020;95.0
02/10/2020;83.0
02/10/2020;80.0
02/10/2020;58.0
02/10/2020;49.0
02/10/2020;49.0
02/10/2020;45.0
02/10/2020;38.0
02/10/2020;32.0
02/10/2020;27.0
02/10/2020;26.0
02/10/2020;18.0
02/10/2020;18.0
02/10/2020;18.0
02/10/2020;14.0
02/10/2020;14.0
02/10/2020;11.0
02/10/2020;10.0
02/10/2020;8.0
02/10/2020;8.0
02/10/2020;5.0
02/10/2020;4.0
02/10/2020;4.0
02/10/2020;4.0
02/10/2020;3.0
02/10/2020;3.0
02/10/2020;3.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/11/2020;33366.0
02/11/2020;1177.0
02/11/2020;1117.0
02/11/2020;1105.0
02/11/2020;912.0
02/11/2020;860.0
02/11/2020;804.0
02/11/2020;515.0
02/11/2020;505.0
02/11/2020;487.0
02/11/2020;417.0
02/11/2020;360.0
02/11/2020;342.0
02/11/2020;303.0
02/11/2020;267.0
02/11/2020;239.0
02/11/2020;219.0
02/11/2020;215.0
02/11/2020;153.0
02/11/2020;144.0
02/11/2020;135.0
02/11/2020;127.0
02/11/2020;124.0
02/11/2020;111.0
02/11/2020;106.0
02/11/2020;86.0
02/11/2020;81.0
02/11/2020;58.0
02/11/2020;55.0
02/11/2020;53.0
02/11/2020;49.0
02/11/2020;47.0
02/11/2020;33.0
02/11/2020;28.0
02/11/2020;26.0
02/11/2020;18.0
02/11/2020;18.0
02/11/2020;18.0
02/11/2020;16.0
02/11/2020;15.0
02/11/2020;11.0
02/11/2020;10.0
02/11/2020;8.0
02/11/2020;8.0
02/11/2020;5.0
02/11/2020;4.0
02/11/2020;4.0
02/11/2020;4.0
02/11/2020;3.0
02/11/2020;3.0
02/11/2020;3.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/12/2020;33366.0
02/12/2020;1219.0
02/12/2020;1135.0
02/12/2020;1131.0
02/12/2020;946.0
02/12/2020;889.0
02/12/2020;844.0
02/12/2020;543.0
02/12/2020;518.0
02/12/2020;497.0
02/12/2020;436.0
02/12/2020;378.0
02/12/2020;352.0
02/12/2020;311.0
02/12/2020;272.0
02/12/2020;251.0
02/12/2020;225.0
02/12/2020;222.0
02/12/2020;175.0
02/12/2020;157.0
02/12/2020;154.0
02/12/2020;133.0
02/12/2020;126.0
02/12/2020;116.0
02/12/2020;112.0
02/12/2020;87.0
02/12/2020;83.0
02/12/2020;60.0
02/12/2020;59.0
02/12/2020;58.0
02/12/2020;50.0
02/12/2020;50.0
02/12/2020;33.0
02/12/2020;28.0
02/12/2020;28.0
02/12/2020;18.0
02/12/2020;18.0
02/12/2020;18.0
02/12/2020;16.0
02/12/2020;15.0
02/12/2020;11.0
02/12/2020;10.0
02/12/2020;9.0
02/12/2020;8.0
02/12/2020;5.0
02/12/2020;4.0
02/12/2020;4.0
02/12/2020;4.0
02/12/2020;3.0
02/12/2020;3.0
02/12/2020;3.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/13/2020;48206.0
02/13/2020;1241.0
02/13/2020;1169.0
02/13/2020;1145.0
02/13/2020;968.0
02/13/2020;910.0
02/13/2020;872.0
02/13/2020;570.0
02/13/2020;529.0
02/13/2020;509.0
02/13/2020;451.0
02/13/2020;395.0
02/13/2020;366.0
02/13/2020;315.0
02/13/2020;279.0
02/13/2020;265.0
02/13/2020;229.0
02/13/2020;222.0
02/13/2020;175.0
02/13/2020;157.0
02/13/2020;156.0
02/13/2020;135.0
02/13/2020;126.0
02/13/2020;119.0
02/13/2020;117.0
02/13/2020;90.0
02/13/2020;84.0
02/13/2020;64.0
02/13/2020;63.0
02/13/2020;61.0
02/13/2020;58.0
02/13/2020;53.0
02/13/2020;33.0
02/13/2020;28.0
02/13/2020;28.0
02/13/2020;19.0
02/13/2020;18.0
02/13/2020;18.0
02/13/2020;16.0
02/13/2020;16.0
02/13/2020;11.0
02/13/2020;10.0
02/13/2020;9.0
02/13/2020;8.0
02/13/2020;5.0
02/13/2020;4.0
02/13/2020;4.0
02/13/2020;4.0
02/13/2020;3.0
02/13/2020;3.0
02/13/2020;3.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/14/2020;54406.0
02/14/2020;1261.0
02/14/2020;1184.0
02/14/2020;1155.0
02/14/2020;988.0
02/14/2020;934.0
02/14/2020;900.0
02/14/2020;593.0
02/14/2020;537.0
02/14/2020;523.0
02/14/2020;463.0
02/14/2020;419.0
02/14/2020;372.0
02/14/2020;318.0
02/14/2020;283.0
02/14/2020;281.0
02/14/2020;230.0
02/14/2020;226.0
02/14/2020;218.0
02/14/2020;162.0
02/14/2020;159.0
02/14/2020;140.0
02/14/2020;127.0
02/14/2020;120.0
02/14/2020;119.0
02/14/2020;90.0
02/14/2020;86.0
02/14/2020;67.0
02/14/2020;67.0
02/14/2020;65.0
02/14/2020;65.0
02/14/2020;56.0
02/14/2020;33.0
02/14/2020;29.0
02/14/2020;28.0
02/14/2020;19.0
02/14/2020;18.0
02/14/2020;18.0
02/14/2020;16.0
02/14/2020;16.0
02/14/2020;11.0
02/14/2020;10.0
02/14/2020;9.0
02/14/2020;8.0
02/14/2020;5.0
02/14/2020;4.0
02/14/2020;4.0
02/14/2020;4.0
02/14/2020;3.0
02/14/2020;3.0
02/14/2020;3.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/15/2020;56249.0
02/15/2020;1294.0
02/15/2020;1212.0
